frame.time_epoch,frame.len,ip.src,ip.dst,udp.srcport,udp.dstport,tcp.srcport,tcp.dstport
"1769541593.533367100","371","192.168.0.43","255.255.255.255","65156","31337",,
"1769541593.533533100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533533100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533533100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533533100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533533100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533533100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533533100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533533100","371","192.168.0.43","255.255.255.255","65156","31338",,
"1769541593.533662600","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533662600","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533662600","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533662600","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533662600","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533662600","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533662600","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.533662600","371","192.168.0.43","255.255.255.255","65156","31339",,
"1769541593.616819300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.616819300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.616819300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.616819300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.616819300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.616819300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.616819300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.616819300","190","192.168.0.43","255.255.255.255","53500","31337",,
"1769541593.617073100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617073100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617073100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617073100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617073100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617073100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617073100","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617073100","190","192.168.0.43","255.255.255.255","53500","31338",,
"1769541593.617205300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617205300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617205300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617205300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617205300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617205300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617205300","1514","192.168.0.43","255.255.255.255",,,,
"1769541593.617205300","190","192.168.0.43","255.255.255.255","53500","31339",,
"1769541593.786940800","1017","192.168.0.43","255.255.255.255","65156","31337",,
"1769541593.787049900","1017","192.168.0.43","255.255.255.255","65156","31338",,
"1769541593.787098300","1017","192.168.0.43","255.255.255.255","65156","31339",,
