frame.time_epoch,frame.len,ip.src,ip.dst,udp.srcport,udp.dstport,tcp.srcport,tcp.dstport
"1772865978.352851000","54","192.168.68.57","1.1.1.2",,,"52801","853"
"1772865978.358407000","118","192.168.68.57","1.1.1.2",,,"52801","853"
"1772865978.358668000","128","192.168.68.57","1.1.1.2",,,"52801","853"
"1772865978.412740000","54","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.412740000","153","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.414489000","491","192.168.68.57","13.89.179.8",,,"17844","443"
"1772865978.433083000","54","1.1.1.2","192.168.68.57",,,"853","52801"
"1772865978.433084000","248","1.1.1.2","192.168.68.57",,,"853","52801"
"1772865978.471367000","60",,,,,,
"1772865978.483802000","54","192.168.68.57","1.1.1.2",,,"52801","853"
"1772865978.484083000","60",,,,,,
"1772865978.515537000","1514","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.515543000","1514","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.515543000","1514","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.515543000","165","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.515683000","54","192.168.68.57","13.89.179.8",,,"17844","443"
"1772865978.518094000","1494","192.168.68.57","13.89.179.8",,,"17844","443"
"1772865978.518095000","751","192.168.68.57","13.89.179.8",,,"17844","443"
"1772865978.619466000","54","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.619466000","157","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.619466000","517","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.619592000","54","192.168.68.57","13.89.179.8",,,"17844","443"
"1772865978.620258000","78","192.168.68.57","13.89.179.8",,,"17844","443"
"1772865978.620364000","54","192.168.68.57","13.89.179.8",,,"17844","443"
"1772865978.715040000","88","192.168.68.57","192.168.1.1","57282","53",,
"1772865978.745854000","495","192.168.68.1","239.255.255.250","47863","1900",,
"1772865978.745855000","60",,,,,,
"1772865978.751164000","54","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.751164000","54","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.751165000","54","13.89.179.8","192.168.68.57",,,"443","17844"
"1772865978.751281000","54","192.168.68.57","13.89.179.8",,,"17844","443"
"1772865978.766480000","508","192.168.1.1","192.168.68.57","53","57282",,
"1772865978.819328000","78","34.117.33.233","192.168.68.57",,,"443","41812"
"1772865978.819705000","82","192.168.68.57","34.117.33.233",,,"41812","443"
"1772865978.892579000","54","34.117.33.233","192.168.68.57",,,"443","41812"
"1772865978.910440000","222","104.18.35.46","192.168.68.57",,,"443","47545"
"1772865978.911683000","226","192.168.68.57","104.18.35.46",,,"47545","443"
"1772865978.981702000","54","104.18.35.46","192.168.68.57",,,"443","47545"
"1772865978.985748000","60",,,,,,
"1772865979.234754000","60",,,,,,
"1772865979.475007000","60",,,,,,
"1772865979.485425000","60",,,,,,
"1772865979.728888000","115","192.168.1.187","224.0.0.251","5353","5353",,
"1772865979.732498000","60",,,,,,
"1772865979.984824000","60",,,,,,
"1772865980.020552000","164","192.168.68.57","192.168.68.53",,,"37126","8009"
"1772865980.074701000","164","192.168.68.53","192.168.68.57",,,"8009","37126"
"1772865980.127314000","54","192.168.68.57","192.168.68.53",,,"37126","8009"
"1772865980.234333000","60",,,,,,
"1772865980.473795000","60",,,,,,
"1772865980.484299000","60",,,,,,
"1772865980.566057000","221","104.18.35.46","192.168.68.57",,,"443","59460"
"1772865980.567074000","225","192.168.68.57","104.18.35.46",,,"59460","443"
"1772865980.628696000","54","104.18.35.46","192.168.68.57",,,"443","59460"
"1772865980.695355000","224","104.18.35.46","192.168.68.57",,,"443","10822"
"1772865980.696477000","228","192.168.68.57","104.18.35.46",,,"10822","443"
"1772865980.731443000","115","192.168.1.187","224.0.0.251","5353","5353",,
"1772865980.734972000","60",,,,,,
"1772865980.767906000","54","104.18.35.46","192.168.68.57",,,"443","10822"
"1772865980.982416000","60",,,,,,
"1772865981.234361000","60",,,,,,
"1772865981.410464000","222","104.18.35.46","192.168.68.57",,,"443","47545"
"1772865981.411496000","226","192.168.68.57","104.18.35.46",,,"47545","443"
"1772865981.482472000","60",,,,,,
"1772865981.482473000","54","104.18.35.46","192.168.68.57",,,"443","47545"
"1772865981.485465000","60",,,,,,
"1772865981.515296000","60",,,,,,
"1772865981.729581000","440","192.168.68.1","239.255.255.250","47863","1900",,
"1772865981.741328000","60",,,,,,
"1772865981.985376000","60",,,,,,
"1772865982.235452000","60",,,,,,
"1772865982.391875000","124","192.168.68.57","57.144.133.32",,,"34085","5222"
"1772865982.467770000","126","57.144.133.32","192.168.68.57",,,"5222","34085"
"1772865982.475125000","60",,,,,,
"1772865982.484204000","60",,,,,,
"1772865982.514652000","54","192.168.68.57","57.144.133.32",,,"34085","5222"
"1772865982.586479000","86","192.168.68.1","224.0.0.251","40111","5353",,
"1772865982.611665000","86","192.168.68.1","224.0.0.251","52486","5353",,
"1772865982.640656000","164","192.168.68.57","192.168.68.54",,,"40775","8009"
"1772865982.649656000","164","192.168.68.54","192.168.68.57",,,"8009","40775"
"1772865982.703489000","54","192.168.68.57","192.168.68.54",,,"40775","8009"
"1772865982.736153000","60",,,,,,
"1772865982.779930000","164","192.168.68.57","192.168.1.185",,,"52118","8009"
"1772865982.780127000","164","192.168.68.57","192.168.1.15",,,"45754","8009"
"1772865982.785853000","164","192.168.1.15","192.168.68.57",,,"8009","45754"
"1772865982.785853000","164","192.168.1.185","192.168.68.57",,,"8009","52118"
"1772865982.828775000","54","192.168.68.57","192.168.1.15",,,"45754","8009"
"1772865982.828777000","54","192.168.68.57","192.168.1.185",,,"52118","8009"
"1772865982.984741000","60",,,,,,
"1772865983.066302000","221","104.18.35.46","192.168.68.57",,,"443","59460"
"1772865983.067257000","225","192.168.68.57","104.18.35.46",,,"59460","443"
"1772865983.127927000","54","104.18.35.46","192.168.68.57",,,"443","59460"
"1772865983.195397000","224","104.18.35.46","192.168.68.57",,,"443","10822"
"1772865983.196447000","228","192.168.68.57","104.18.35.46",,,"10822","443"
"1772865983.234310000","60",,,,,,
"1772865983.271203000","54","104.18.35.46","192.168.68.57",,,"443","10822"
"1772865983.476013000","60",,,,,,
"1772865983.484328000","60",,,,,,
"1772865983.735051000","60",,,,,,
"1772865983.742397000","115","192.168.1.187","224.0.0.251","5353","5353",,
