frame.time_epoch,frame.len,ip.src,ip.dst,udp.srcport,udp.dstport,tcp.srcport,tcp.dstport
"1769403434.982248000","64","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403434.989224800","4340","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403434.989307800","1271","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403435.003455300","64","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403435.003455300","64","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403435.003455300","64","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403435.007079800","64","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403435.181130900","196","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403435.181130900","122","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403435.181193300","54","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403435.782807000","1292","192.168.0.30","142.250.64.194","53012","443",,
"1769403435.783033500","1292","192.168.0.30","142.250.64.194","53012","443",,
"1769403435.783124200","1292","192.168.0.30","142.250.64.194","53012","443",,
"1769403435.783430300","123","192.168.0.30","142.250.64.194","53012","443",,
"1769403435.783851700","1288","192.168.0.30","142.250.64.194","53012","443",,
"1769403435.783950500","422","192.168.0.30","142.250.64.194","53012","443",,
"1769403435.833961100","82","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.839357800","82","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.839357800","1292","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.839357800","1292","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.853206300","1292","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.853206300","323","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.853206300","1011","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.853206300","68","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.853206300","66","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.853786000","120","192.168.0.30","142.250.64.194","53012","443",,
"1769403435.853907500","73","192.168.0.30","142.250.64.194","53012","443",,
"1769403435.870172000","82","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.870468600","73","192.168.0.30","142.250.64.194","53012","443",,
"1769403435.874586100","1292","192.168.0.30","192.178.50.42","51680","443",,
"1769403435.874663900","1292","192.168.0.30","192.178.50.42","51680","443",,
"1769403435.874703900","1292","192.168.0.30","192.178.50.42","51680","443",,
"1769403435.874895600","123","192.168.0.30","192.178.50.42","51680","443",,
"1769403435.904275800","162","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.904275800","329","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.904662800","77","192.168.0.30","142.250.64.194","53012","443",,
"1769403435.908616000","687","192.168.0.30","20.40.206.232",,,"53052","443"
"1769403435.930464000","82","192.178.50.42","192.168.0.30","443","51680",,
"1769403435.930464000","82","192.178.50.42","192.168.0.30","443","51680",,
"1769403435.930464000","1292","192.178.50.42","192.168.0.30","443","51680",,
"1769403435.930464000","1292","192.178.50.42","192.168.0.30","443","51680",,
"1769403435.942816200","1292","192.178.50.42","192.168.0.30","443","51680",,
"1769403435.942816200","326","192.178.50.42","192.168.0.30","443","51680",,
"1769403435.942816200","1008","192.178.50.42","192.168.0.30","443","51680",,
"1769403435.942816200","71","192.178.50.42","192.168.0.30","443","51680",,
"1769403435.943535400","120","192.168.0.30","192.178.50.42","51680","443",,
"1769403435.943629700","73","192.168.0.30","192.178.50.42","51680","443",,
"1769403435.943839500","1288","192.168.0.30","192.178.50.42","51680","443",,
"1769403435.943903000","1292","192.168.0.30","192.178.50.42","51680","443",,
"1769403435.943930600","437","192.168.0.30","192.178.50.42","51680","443",,
"1769403435.952719800","65","142.250.64.194","192.168.0.30","443","53012",,
"1769403435.955982300","66","192.178.50.42","192.168.0.30","443","51680",,
"1769403436.000161700","162","192.178.50.42","192.168.0.30","443","51680",,
"1769403436.000161700","71","192.178.50.42","192.168.0.30","443","51680",,
"1769403436.000484300","73","192.168.0.30","192.178.50.42","51680","443",,
"1769403436.010534700","443","20.40.206.232","192.168.0.30",,,"443","53052"
"1769403436.014302900","97","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403436.039456400","4368","192.168.0.30","69.48.218.2",,,"54631","443"
"1769403436.051340600","64","69.48.218.2","192.168.0.30",,,"443","54631"
"1769403436.051340600","64","69.48.218.2","192.168.0.30",,,"443","54631"
